number,job,medium,beats covered,gender,local or foreign,freelance,type of death,suspected source of fire,impunity,taken captive,tortured,threatened
922,Broadcast Reporter,Television,"Corruption, Culture, Politics, War",Female,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,No
923,"Broadcast Reporter, Print Reporter","Print, Radio",War,Male,Local,Yes,Murder,Political Group,Complete Impunity,No,No,Yes
924,Camera Operator,Television,"Human Rights, War",Male,Local,No,Crossfire,Military Officials,,,,
925,Print Reporter,Print,"Culture, Politics",Male,Local,No,Unknown,Unknown Fire,,,,
926,Broadcast Reporter,Radio,Corruption,Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,Yes
927,"Columnist / Commentator, Publisher / Owner",Radio,Corruption,Male,Local,No,Murder,Government Officials,Partial Impunity,No,No,Yes
928,"Internet Reporter, Print Reporter","Print, Internet","Corruption, Politics",Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,Yes
929,Internet Reporter,Internet,"Culture, Human Rights, Politics",Male,Local,Yes,Murder,Political Group,Complete Impunity,No,No,Yes
930,Broadcast Reporter,Radio,"Politics, War",Male,Foreign,No,Dangerous Assignment,Unknown Fire,,,,
931,Print Reporter,Print,Crime,Female,Local,No,Murder,Criminal Group,Complete Impunity,Yes,No,No
932,Photographer,"Print, Internet","Human Rights, War",Male,Local,Yes,Unknown,Government Officials,,,,
933,,Print,Politics,Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,No
934,"Columnist / Commentator, Photographer",Print,Crime,Male,Local,Yes,Murder,Criminal Group,Complete Impunity,Yes,No,No
935,"Broadcast Reporter, Print Reporter","Print, Radio","Corruption, Crime",Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,Yes
936,Print Reporter,Print,"Politics, War",Male,Local,No,Dangerous Assignment,Political Group,,,,
937,Camera Operator,Television,"Human Rights, War",Male,Foreign,No,Dangerous Assignment,Military Officials,,,,
938,Editor,Print,,Male,Local,No,Murder,Military Officials,Complete Impunity,No,No,Yes
939,Internet Reporter,Internet,"Corruption, Crime",Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,Yes
940,Producer,Radio,"Crime, Human Rights",Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,Yes
941,Producer,Television,"Human Rights, Politics, War",Male,Local,No,Murder,Political Group,Complete Impunity,No,No,No
942,"Camera Operator, Producer, Technician","Television, Internet",War,Male,Local,Yes,Crossfire,Military Officials,,,,
943,"Broadcast Reporter, Photographer, Internet Reporter","Television, Internet",War,Male,Local,No,Crossfire,Military Officials,,,,
944,Editor,Print,Culture,Male,Local,No,Dangerous Assignment,Government Officials,,,,
945,Camera Operator,"Internet, Television","Crime, Politics, War",Male,Local,No,Murder,Political Group,Complete Impunity,No,No,No
946,Editor,Print,Corruption,Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,Yes
947,Broadcast Reporter,Radio,"Politics, War",Male,Local,No,Crossfire,Political Group,,,,
948,"Camera Operator, Photographer, Internet Reporter",Television,War,Male,Local,No,Crossfire,Military Officials,,,,
949,Print Reporter,Print,"Human Rights, Politics",Male,Local,No,Murder,Paramilitary Group,Complete Impunity,No,No,No
950,Internet Reporter,Internet,War,Male,Local,No,Crossfire,Military Officials,,,,
951,Print Reporter,Print,"Corruption, Crime",Male,Local,No,Murder,"Criminal Group, Government Officials",Complete Impunity,No,No,No
952,Broadcast Reporter,Radio,Human Rights,Female,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,Yes
953,Publisher / Owner,Print,"Business, Politics",Male,Local,No,Murder,Military Officials,Partial Impunity,Yes,No,No
954,Producer,Radio,,Male,Local,No,Dangerous Assignment,Unknown Fire,,,,
955,Editor,Print,Politics,Male,Local,No,Murder,Paramilitary Group,Complete Impunity,No,No,No
956,Columnist / Commentator,Radio,"Corruption, Crime",Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,Yes
957,Camera Operator,Television,War,Male,Foreign,Yes,Murder,Unknown Fire,Complete Impunity,No,No,No
958,Photographer,"Print, Internet","Human Rights, Politics, War",Male,Foreign,Yes,Crossfire,Unknown Fire,,,,
959,Camera Operator,Television,War,Male,Local,No,Crossfire,Political Group,,,,
960,Technician,Radio,"Politics, War",Male,Local,No,Crossfire,Military Officials,,,,
961,Editor,Print,War,Male,Local,No,Murder,Political Group,Complete Impunity,No,No,No
962,Broadcast Reporter,Television,"Culture, Sports",Male,Local,No,Crossfire,Political Group,,,,
963,Internet Reporter,Internet,"Culture, Politics",Male,Local,Yes,Dangerous Assignment,Government Officials,,,,
964,Columnist / Commentator,"Print, Radio","Corruption, Crime",Male,Local,No,Murder,Government Officials,Partial Impunity,No,No,No
965,Camera Operator,Television,Culture,Male,Local,No,Crossfire,Political Group,,,,
966,Broadcast Reporter,Television,"Business, Crime, Corruption, Human Rights, Politics, War",Male,Foreign,Yes,Dangerous Assignment,"Criminal Group, Local Residents, Military Officials, Paramilitary Group, Political Group",,,,
967,"Columnist / Commentator, Editor",Print,Crime,Male,Local,No,Murder,Government Officials,Full Justice,No,No,Yes
968,"Camera Operator, Photographer","Television, Internet",War,Male,Local,No,Crossfire,Military Officials,,,,
969,"Broadcast Reporter, Camera Operator","Internet, Television",War,Male,Local,No,Crossfire,Military Officials,,,,
970,Print Reporter,Print,"Crime, Sports",Male,Local,No,Murder,Criminal Group,Complete Impunity,Yes,No,No
971,Print Reporter,Print,"Human Rights, Politics, War",Male,Local,Yes,Murder,Political Group,Complete Impunity,Yes,Yes,Yes
972,Camera Operator,Television,"Business, Culture",Male,Local,No,Dangerous Assignment,Political Group,,,,
973,Camera Operator,Television,War,Male,Local,No,Crossfire,Political Group,,,,
974,Print Reporter,Print,Crime,Male,Local,No,Murder,"Criminal Group, Government Officials",Complete Impunity,No,No,Yes
975,Editor,Print,Human Rights,Male,Local,No,Murder,Political Group,Complete Impunity,No,No,No
976,Broadcast Reporter,Television,"Politics, War",Male,Local,No,Murder,Political Group,Complete Impunity,No,No,Yes
977,Producer,Radio,Corruption,Male,Local,No,Murder,Unknown Fire,Full Justice,No,No,Yes
978,Editor,Print,Politics,Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,No
979,Camera Operator,Television,War,Male,Foreign,No,Crossfire,Political Group,,,,
980,Photographer,Print,War,Male,Foreign,Yes,Crossfire,Military Officials,,,,
981,Broadcast Reporter,"Radio, Television",Crime,Male,Local,Yes,Murder,Mob Violence,Complete Impunity,No,No,No
982,Editor,Print,"Business, Corruption, Crime",Male,Foreign,No,Murder,Criminal Group,Complete Impunity,No,No,No
983,Editor,Print,,Male,Local,No,Murder,Political Group,Complete Impunity,No,No,No
984,Camera Operator,Television,War,Male,Foreign,Yes,Crossfire,Political Group,,,,
985,Photographer,Print,"Culture, Human Rights, Politics, Sports",Male,Foreign,No,Murder,Political Group,Complete Impunity,Yes,Yes,No
986,Broadcast Reporter,"Radio, Television","Culture, Sports",Male,Local,No,Unknown,Unknown Fire,,,,
987,Camera Operator,Television,Crime,Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,No
988,"Broadcast Reporter, Internet Reporter","Radio, Internet","Corruption, Crime, Politics",Male,Foreign,No,Murder,Unknown Fire,Complete Impunity,No,No,Yes
989,Columnist / Commentator,Television,"Corruption, Politics",Male,Local,Yes,Murder,Government Officials,Complete Impunity,No,No,Yes
990,Publisher / Owner,Print,"Corruption, Politics",Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,Yes
991,Producer,Radio,"Human Rights, War",Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,No,No
992,Producer,Television,"Politics, War",Male,Foreign,Yes,Murder,Political Group,Complete Impunity,No,No,No
