number,job,medium,beats covered,gender,local or foreign,freelance,type of death,suspected source of fire,impunity,taken captive,tortured,threatened
587,Print Reporter,Print,Human Rights,Male,Local,No,Dangerous Assignment,Military Officials,,,,
588,Publisher / Owner,Print,"Corruption, Politics",Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,No
589,"Editor, Internet Reporter",Internet,"Corruption, Crime, Politics",Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,Yes
590,Print Reporter,Print,"Crime, Politics",Male,Local,No,Murder,Unknown Fire,Partial Impunity,No,No,Yes
591,"Broadcast Reporter, Columnist / Commentator",Radio,"Corruption, Politics",Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,Yes
592,Print Reporter,Print,War,Male,Foreign,No,Crossfire,Military Officials,,,,
593,Publisher / Owner,Print,Politics,Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,No
594,Broadcast Reporter,Radio,War,Female,Foreign,No,Crossfire,Military Officials,,,,
595,Print Reporter,Print,Politics,Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,No
596,"Editor, Publisher / Owner",Print,Politics,Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,Yes
597,"Editor, Internet Reporter, Print Reporter","Internet, Print",Sports,Male,Local,No,Murder,Local Residents,Complete Impunity,No,No,Yes
598,Broadcast Reporter,Radio,War,Male,Foreign,No,Crossfire,Military Officials,,,,
599,Print Reporter,Print,Crime,Male,Local,No,Dangerous Assignment,Criminal Group,,,,
600,Editor,Television,Politics,Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,No
601,"Broadcast Reporter, Camera Operator, Internet Reporter",Internet,War,Male,Local,No,Crossfire,Military Officials,,,,
602,Photographer,Print,War,Male,Foreign,No,Crossfire,Military Officials,,,,
603,Photographer,Print,Human Rights,Male,Local,No,Murder,Local Residents,Full Justice,No,No,No
604,Broadcast Reporter,Radio,Crime,Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,Yes
605,Photographer,Print,Human Rights,Male,Local,No,Dangerous Assignment,Military Officials,,,,
606,Editor,Print,"Corruption, Politics",Male,Local,No,Murder,Government Officials,Partial Impunity,No,No,No
607,Editor,Print,Corruption,Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,No
608,Broadcast Reporter,Radio,Corruption,Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,Yes
609,"Broadcast Reporter, Print Reporter, Publisher / Owner","Print, Television","Corruption, Crime",Male,Local,No,Murder,Criminal Group,Full Justice,Yes,No,Yes
610,Print Reporter,Print,Crime,Male,Local,No,Murder,Criminal Group,Partial Impunity,No,No,Yes
611,Broadcast Reporter,Radio,"Corruption, Politics",Male,Local,No,Murder,Government Officials,Partial Impunity,No,No,Yes
612,Broadcast Reporter,Radio,"Corruption, Crime, Human Rights",Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,No
613,Columnist / Commentator,Television,"Corruption, Politics",Male,Local,No,Murder,Government Officials,Partial Impunity,No,No,No
614,Camera Operator,Television,War,Male,Foreign,No,Crossfire,Military Officials,,,,
615,"Broadcast Reporter, Editor",Radio,Corruption,Male,Local,No,Murder,Paramilitary Group,Complete Impunity,No,No,Yes
616,Columnist / Commentator,Radio,"Corruption, Politics",Male,Local,No,Murder,"Government Officials, Paramilitary Group",Full Justice,No,No,Yes
617,Broadcast Reporter,Radio,Corruption,Male,Local,No,Murder,Paramilitary Group,Complete Impunity,No,No,Yes
618,Photographer,Print,Crime,Male,Local,No,Murder,Criminal Group,Full Justice,Yes,No,No
619,Print Reporter,Print,Politics,Male,Local,No,Murder,Political Group,Complete Impunity,No,No,Yes
620,Editor,Print,"Corruption, Crime",Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,Yes
621,Broadcast Reporter,Radio,War,Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,No
622,Broadcast Reporter,Radio,War,Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,No
623,"Internet Reporter, Print Reporter, Publisher / Owner","Print, Internet","Corruption, Crime, Politics",Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,Yes,Yes
624,Publisher / Owner,Print,"Corruption, Crime",Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,Yes
625,Columnist / Commentator,Radio,"Corruption, Politics",Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,Yes
626,Broadcast Reporter,Television,Culture,Male,Local,Yes,Murder,Political Group,Complete Impunity,No,No,No
627,Columnist / Commentator,Radio,"Corruption, Politics",Male,Local,No,Murder,Political Group,Complete Impunity,No,No,Yes
628,Producer,Radio,Corruption,Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,No
629,Broadcast Reporter,Radio,Politics,Male,Local,No,Crossfire,Political Group,,,,
630,Print Reporter,Print,Human Rights,Male,Local,Yes,Dangerous Assignment,Political Group,,,,
631,Print Reporter,Print,"Culture, Sports",Male,Local,No,Murder,Military Officials,Complete Impunity,No,No,No
632,Broadcast Reporter,Radio,Crime,Male,Local,No,Murder,Criminal Group,Full Justice,No,No,Yes
633,Print Reporter,Print,"Corruption, Crime, Politics, Human Rights",Male,Foreign,No,Murder,Political Group,Complete Impunity,Yes,Yes,No
634,Print Reporter,Print,War,Male,Foreign,No,Crossfire,Military Officials,,,,
635,Photographer,Print,"Human Rights, Politics",Male,Local,No,Dangerous Assignment,Military Officials,,,,
636,,Radio,Corruption,Male,Local,No,Murder,Government Officials,Partial Impunity,No,No,No
637,Print Reporter,Print,War,Male,Foreign,No,Murder,Paramilitary Group,Full Justice,Yes,No,No
638,Broadcast Reporter,Radio,Corruption,Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,Yes
639,Print Reporter,Print,Corruption,Male,Local,No,Murder,Criminal Group,Full Justice,No,No,No
640,Print Reporter,Print,Crime,Male,Local,No,Murder,Criminal Group,Complete Impunity,Yes,No,Yes
641,Print Reporter,Print,War,Male,Local,Yes,Crossfire,Military Officials,,,,
642,Photographer,Internet,War,Male,Local,No,Crossfire,Military Officials,,,,
643,Photographer,Print,War,Male,Local,No,Murder,Political Group,Complete Impunity,No,No,Yes
644,Camera Operator,Television,"War, Culture",Male,Local,No,Crossfire,"Political Group, Paramilitary Group",,,,
645,Broadcast Reporter,Radio,"Politics, War",Female,Foreign,Yes,Murder,Unknown Fire,Complete Impunity,No,No,No
646,Publisher / Owner,Print,"Human Rights, Politics",Male,Local,Yes,Dangerous Assignment,Government Officials,,,,
647,Print Reporter,Print,War,Female,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,No
648,Print Reporter,Print,"Corruption, Crime, Politics",Male,Local,No,Murder,"Criminal Group, Local Residents",Complete Impunity,No,No,No
649,Print Reporter,Print,"Corruption, Crime",Male,Local,Yes,Murder,Government Officials,Complete Impunity,No,No,No
650,Producer,Television,"Politics, War",Female,Foreign,No,Murder,Criminal Group,Complete Impunity,No,No,No
651,Camera Operator,Television,War,Male,Foreign,Yes,Crossfire,Military Officials,,,,
652,"Editor, Print Reporter","Print, Internet","Corruption, Crime, Politics",Male,Local,No,Murder,Unknown Fire,Partial Impunity,No,No,Yes
653,Broadcast Reporter,Television,Culture,Male,Local,No,Murder,Political Group,Complete Impunity,No,No,Yes
654,Print Reporter,Print,Human Rights,Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,No
655,Photographer,Print,War,Male,Local,No,Crossfire,Military Officials,,,,
656,"Camera Operator, Photographer, Internet Reporter","Television, Internet","Culture, Human Rights, Politics, War",Male,Foreign,Yes,Murder,Political Group,Complete Impunity,Yes,Yes,No
657,"Camera Operator, Photographer","Print, Television","Human Rights, Politics",Male,Foreign,No,Dangerous Assignment,Military Officials,,,,
658,Producer,Television,War,Male,Foreign,No,Crossfire,Military Officials,,,,
659,Print Reporter,Print,War,Female,Local,No,Murder,Political Group,Complete Impunity,No,No,No
660,Camera Operator,Television,Politics,Male,Local,No,Dangerous Assignment,Political Group,,,,
661,"Columnist / Commentator, Producer",Television,War,Male,Local,No,Murder,Political Group,Complete Impunity,Yes,No,No
