number,job,medium,beats covered,gender,local or foreign,freelance,type of death,suspected source of fire,impunity,taken captive,tortured,threatened
1251,"Broadcast Reporter, Editor",Television,"Culture, Politics",Male,Foreign,No,Murder,Criminal Group,Complete Impunity,No,No,No
1252,Broadcast Reporter,Radio,"Human Rights, Politics",Male,Local,No,Dangerous Assignment,Political Group,,,,
1253,Editor,Print,Politics,Male,Local,No,Murder,Military Officials,Complete Impunity,No,No,Yes
1254,Print Reporter,Print,"Politics, War",Male,Local,No,Dangerous Assignment,Military Officials,,,,
1255,"Editor, Print Reporter",Print,"Corruption, Crime",Male,Local,No,Murder,Criminal Group,Full Justice,No,No,No
1256,Print Reporter,Print,Politics,Male,Local,No,Dangerous Assignment,Military Officials,,,,
1257,Editor,Print,"Business, Crime",Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,No
1258,Photographer,Print,War,Male,Local,No,Murder,Political Group,Complete Impunity,Yes,Yes,No
1259,Print Reporter,Print,War,Male,Local,No,Crossfire,Military Officials,,,,
1260,,Television,"Business, Crime, Culture, Politics",Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,No
1261,Print Reporter,Print,War,Male,Foreign,Yes,Crossfire,Military Officials,,,,
1262,Photographer,Print,War,Male,Foreign,No,Crossfire,Paramilitary Group,,,,
1263,"Internet Reporter, Print Reporter","Print, Internet",Politics,Male,Local,No,Murder,Local Residents,Partial Impunity,No,No,No
1264,Editor,Print,War,Male,Local,No,Murder,Political Group,Complete Impunity,No,No,No
1265,Broadcast Reporter,Television,"Corruption, Crime, Culture, Politics, War",Male,Local,No,Dangerous Assignment,Local Residents,,,,
1266,"Camera Operator, Photographer",Television,"War, Human Rights",Male,Local,Yes,Crossfire,Political Group,,,,
1267,Camera Operator,Television,"Culture, Politics",Male,Local,Yes,Dangerous Assignment,Military Officials,,,,
1268,Broadcast Reporter,Television,War,Male,Foreign,No,Crossfire,Political Group,,,,
1269,Technician,Television,War,Male,Local,No,Crossfire,Military Officials,,,,
1270,Photographer,Print,Crime,Male,Local,Yes,Murder,Government Officials,Partial Impunity,No,No,No
1271,Broadcast Reporter,Television,"Corruption, Crime, Human Rights, Politics",Male,Local,No,Murder,Political Group,Partial Impunity,No,No,Yes
1272,"Camera Operator, Photographer",Internet,"Human Rights, Politics, War",Male,Local,Yes,Crossfire,Military Officials,,,,
1273,"Camera Operator, Photographer, Internet Reporter","Television, Internet","Human Rights, Politics, War",Male,Local,No,Crossfire,Military Officials,,,,
1274,Internet Reporter,Internet,"Culture, Human Rights, Politics",Male,Local,Yes,Murder,Political Group,Complete Impunity,No,No,Yes
1275,Broadcast Reporter,Television,"Culture, Politics",Female,Local,No,Murder,Political Group,Complete Impunity,Yes,No,No
1276,"Internet Reporter, Print Reporter","Internet, Print","Business, Culture, Sports",Female,Local,No,Murder,Local Residents,Complete Impunity,No,No,Yes
1277,Photographer,Print,Crime,Male,Foreign,Yes,Dangerous Assignment,Political Group,,,,
1278,Broadcast Reporter,"Radio, Television",,Male,Local,No,Murder,Military Officials,Full Justice,No,Yes,No
1279,Editor,Television,"Culture, Politics",Female,Local,No,Murder,Military Officials,Complete Impunity,No,No,No
1280,Camera Operator,Television,War,Male,Local,No,Crossfire,Military Officials,,,,
1281,Publisher / Owner,Print,Business,Male,Local,No,Murder,Local Residents,Complete Impunity,No,No,No
1282,Broadcast Reporter,Radio,"Business, Corruption",Male,Local,Yes,Murder,Government Officials,Complete Impunity,No,No,Yes
1283,Editor,Print,Corruption,Male,Local,No,Murder,Government Officials,Complete Impunity,Yes,No,Yes
1284,Print Reporter,Print,War,Male,Foreign,No,Crossfire,Military Officials,,,,
1285,"Editor, Print Reporter",Print,Politics,Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,No
1286,Editor,Radio,"Corruption, Crime, Human Rights, Politics",Male,Local,No,Murder,Political Group,Complete Impunity,Yes,No,No
1287,Print Reporter,Print,Politics,Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,Yes
1288,"Columnist/Commentator, Publisher/Owner",Internet,"Corruption, Politics",Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,Yes
1289,Camera Operator,"Internet, Television","Politics, War",Male,Local,No,Murder,Political Group,Complete Impunity,No,No,No
1290,Broadcast Reporter,Television,War,Female,Local,No,Crossfire,Political Group,,,,
1291,"Camera Operator, Photographer, Producer","Internet, Television","Human Rights, Politics",Male,Local,No,Dangerous Assignment,Military Officials,,,,
1292,Broadcast Reporter,Radio,"Culture, Sports",Female,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,No
1293,Editor,Print,War,Female,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,No
1294,Camera Operator,Television,"Politics, War",Male,Foreign,Yes,Murder,Political Group,Complete Impunity,Yes,No,No
1295,Print Reporter,Print,"Corruption, Human Rights, Politics",Male,Local,Yes,Murder,Unknown Fire,Complete Impunity,No,No,No
1296,Broadcast Reporter,"Television, Internet","Human Rights, Politics, War",Male,Local,No,Crossfire,Military Officials,,,,
1297,"Broadcast Reporter, Camera Operator",Internet,"Human Rights, War",Male,Local,No,Crossfire,Military Officials,,,,
1298,Broadcast Reporter,Television,"Politics, War",Male,Local,No,Crossfire,Military Officials,,,,
1299,"Broadcast Reporter, Camera Operator",Internet,"Human Rights, Politics, War",Male,Local,Yes,Crossfire,Military Officials,,,,
1300,"Editor, Print Reporter",Print,"Corruption, Human Rights, War",Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,Yes
1301,Print Reporter,Print,"Corruption, Crime",Male,Local,No,Murder,Criminal Group,Complete Impunity,No,No,No
1302,Camera Operator,Television,War,Male,Local,No,Crossfire,Political Group,,,,
1303,"Broadcast Reporter, Editor",Radio,"Human Rights, Politics",Male,Local,No,Murder,Unknown Fire,Complete Impunity,No,No,Yes
1304,Editor,Print,"Human Rights, Politics, War",Male,Local,No,Crossfire,Military Officials,,,,
1305,Camera Operator,Television,Politics,Male,Local,No,Dangerous Assignment,Military Officials,,,,
1306,Internet Reporter,Internet,War,Male,Foreign,No,Crossfire,Unknown Fire,,,,
1307,Photographer,Print,Politics,Male,Local,No,Dangerous Assignment,Political Group,,,,
1308,Producer,"Print, Radio, Internet","Culture, Human Rights, Politics, War",Male,Local,Yes,Crossfire,Political Group,,,,
1309,Broadcast Reporter,Internet,War,Male,Foreign,No,Murder,Political Group,Complete Impunity,No,No,Yes
1310,"Camera Operator, Internet Reporter",Internet,"Human Rights, Politics, War",Male,Local,No,Crossfire,Unknown Fire,,,,
1311,Photographer,Print,Human Rights,Female,Foreign,Yes,Murder,Government Officials,Complete Impunity,Yes,Yes,No
1312,Camera Operator,Television,War,Male,Local,No,Crossfire,Military Officials,,,,
1313,Camera Operator,Television,,Male,Local,No,Murder,Political Group,Complete Impunity,No,No,No
1314,"Editor, Internet Reporter",Internet,"Business, Culture, Human Rights, Politics",Male,Local,Yes,Dangerous Assignment,Government Officials,,,,
1315,,Radio,"Human Rights, Politics",Female,Local,No,Murder,Local Residents,Complete Impunity,No,No,Yes
1316,Print Reporter,Print,"Human Rights, Politics",Male,Local,Yes,Murder,Political Group,Complete Impunity,No,No,No
1317,Editor,Print,Business,Male,Local,No,Murder,Local Residents,Complete Impunity,No,No,No
1318,Broadcast Reporter,Radio,Corruption,Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,Yes
1319,Print Reporter,Print,War,Male,Foreign,No,Crossfire,Military Officials,,,,
1320,Print Reporter,Print,"Corruption, Politics",Male,Local,No,Murder,Political Group,Complete Impunity,No,No,Yes
1321,Print Reporter,Print,"Corruption, Crime",Male,Local,No,Murder,Government Officials,Complete Impunity,No,No,No
1322,Camera Operator,Television,"Human Rights, Politics, War",Male,Local,No,Dangerous Assignment,Political Group,,,,
1323,Print Reporter,Print,"Business, Culture",Male,Local,No,Murder,Paramilitary Group,Complete Impunity,No,No,No
